track_id,frame,center_x,center_y,width,height,confidence,class_id,class_name,orientation
3,16,447.62579345703125,-653.2392578125,213.63055419921875,102.20855712890625,0.8885018229484558,0,int,9.829069137573242
3,17,458.0085754394531,-643.62255859375,203.94503784179688,97.89947509765625,0.8786128759384155,0,int,7.988001346588135
3,18,475.94903564453125,-634.420166015625,192.44839477539062,98.70330810546875,0.8836380243301392,0,int,23.742586135864258
3,19,487.0559997558594,-618.535400390625,191.7003631591797,111.2677001953125,0.9132068157196045,0,int,24.719484329223633
3,20,508.5970458984375,-608.91845703125,181.79428100585938,114.01336669921875,0.9341058731079102,0,int,25.737201690673828
3,21,518.6072998046875,-593.099609375,189.581787109375,120.69198608398438,0.9079343676567078,0,int,23.093687057495117
3,22,531.9583129882812,-579.333984375,192.4268798828125,124.96185302734375,0.9178948402404785,0,int,23.363529205322266
3,23,546.94287109375,-564.007568359375,198.983642578125,134.9664306640625,0.9230367541313171,0,int,19.835241317749023
3,24,566.7786254882812,-549.853759765625,197.07272338867188,137.65823364257812,0.933906078338623,0,int,22.801939010620117
3,25,583.7843627929688,-533.635498046875,200.0318145751953,142.40493774414062,0.9155561327934265,0,int,30.76825523376465
3,26,608.2008056640625,-518.1025390625,198.86138916015625,145.95626831054688,0.909298837184906,0,int,27.542024612426758
3,27,630.1173095703125,-501.75244140625,198.71731567382812,153.17214965820312,0.9038968086242676,0,int,32.859764099121094
3,28,650.2691040039062,-485.099609375,196.3612060546875,160.1800537109375,0.9002766609191895,0,int,67.63019561767578
3,29,673.8460693359375,-474.302978515625,179.45660400390625,156.59896850585938,0.9111663103103638,0,int,36.26028823852539
3,30,692.2142944335938,-463.54931640625,178.33941650390625,152.03567504882812,0.909115731716156,0,int,39.544578552246094
3,31,712.4343872070312,-450.605224609375,180.66421508789062,155.115966796875,0.8899433016777039,0,int,41.31295394897461
3,32,732.375244140625,-436.5869140625,187.26199340820312,156.70883178710938,0.9345779418945312,0,int,172.68643188476562
3,33,754.6448364257812,-423.5751953125,188.2818603515625,153.13400268554688,0.9193291068077087,0,int,5.1461076736450195
3,34,776.9041748046875,-406.935791015625,184.35516357421875,151.81655883789062,0.6339453458786011,0,int,160.32797241210938
3,35,801.7227172851562,-390.38525390625,185.1604461669922,158.35906982421875,0.9193944334983826,0,int,3.4662294387817383
3,36,825.4962158203125,-377.17041015625,185.1567840576172,163.76113891601562,0.9109489321708679,0,int,34.86970138549805
3,37,844.73388671875,-362.21435546875,179.38568115234375,168.31283569335938,0.9303874969482422,0,int,33.465065002441406
3,38,864.484619140625,-349.318359375,178.59649658203125,168.90213012695312,0.9106794595718384,0,int,47.704856872558594
3,39,883.85498046875,-339.798828125,173.46847534179688,166.773681640625,0.9325671792030334,0,int,41.12940979003906
3,40,904.6427001953125,-330.482177734375,177.9107666015625,162.6849365234375,0.9258183836936951,0,int,50.04228973388672
3,41,925.9686279296875,-319.807373046875,184.51683044433594,159.2291259765625,0.9066830277442932,0,int,45.6887092590332
3,42,946.49267578125,-309.6103515625,190.26565551757812,156.50009155273438,0.9173898100852966,0,int,28.938819885253906
3,43,973.55615234375,-298.531494140625,197.08297729492188,155.89996337890625,0.9045323729515076,0,int,7.740943908691406
